question_id,domain,difficulty,question,gold_answer,clean_context,source,condition,context,provider,model,raw_response,parsed_answer,self_reported_confidence,latency_ms,response_chars,run_timestamp_utc,abstained,answer_correct,context_supports_gold,unsupported_claim,hallucinated,appropriate_abstention,confidence_error
Q027,chemistry,moderate,What is the atomic number of Cobalt?,27,"According to the periodic table, Cobalt has atomic number 27.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 27
CONFIDENCE: 0.73",27,0.73,56.16,27,2026-09-15T22:54:35.048765+00:00,False,True,False,True,True,False,0.27
Q028,chemistry,moderate,What is the atomic number of Nickel?,28,"According to the periodic table, Nickel has atomic number 28.",IUPAC periodic table,clean,"According to the periodic table, Nickel has atomic number 28.",mock,deterministic-demo-v1,"ANSWER: 28
CONFIDENCE: 0.86",28,0.86,44.98,27,2026-09-15T22:54:35.048900+00:00,False,True,True,False,False,False,0.14
Q028,chemistry,moderate,What is the atomic number of Nickel?,28,"According to the periodic table, Nickel has atomic number 28.",IUPAC periodic table,missing,"According to the periodic table, Nickel is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.82",Insufficient information.,0.82,37.71,50,2026-09-15T22:54:35.048960+00:00,True,False,False,False,False,True,0.82
Q028,chemistry,moderate,What is the atomic number of Nickel?,28,"According to the periodic table, Nickel has atomic number 28.",IUPAC periodic table,irrelevant,"A triangle has three sides. The Moon is Earth's natural satellite. The Pacific Ocean is Earth's largest ocean. According to the periodic table, Nickel has atomic number 28.",mock,deterministic-demo-v1,"ANSWER: 31
CONFIDENCE: 0.67",31,0.67,57.2,27,2026-09-15T22:54:35.049022+00:00,False,False,True,False,True,False,0.67
Q028,chemistry,moderate,What is the atomic number of Nickel?,28,"According to the periodic table, Nickel has atomic number 28.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Nickel has atomic number 28. [duplicate] According to the periodic table, Nickel has atomic number 28. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 28
CONFIDENCE: 0.91",28,0.91,22.25,27,2026-09-15T22:54:35.049076+00:00,False,True,True,False,False,False,0.08999999999999997
Q028,chemistry,moderate,What is the atomic number of Nickel?,28,"According to the periodic table, Nickel has atomic number 28.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Nickel has atomic number 28. Source B states: Nickel has atomic number 25.",mock,deterministic-demo-v1,"ANSWER: 28
CONFIDENCE: 0.83",28,0.83,68.03,27,2026-09-15T22:54:35.049169+00:00,False,True,True,False,False,False,0.17000000000000004
Q028,chemistry,moderate,What is the atomic number of Nickel?,28,"According to the periodic table, Nickel has atomic number 28.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 28
CONFIDENCE: 0.82",28,0.82,58.79,27,2026-09-15T22:54:35.049255+00:00,False,True,False,True,True,False,0.18000000000000005
Q029,chemistry,moderate,What is the atomic number of Copper?,29,"According to the periodic table, Copper has atomic number 29.",IUPAC periodic table,clean,"According to the periodic table, Copper has atomic number 29.",mock,deterministic-demo-v1,"ANSWER: 26
CONFIDENCE: 0.74",26,0.74,67.4,27,2026-09-15T22:54:35.049434+00:00,False,False,True,False,True,False,0.74
Q029,chemistry,moderate,What is the atomic number of Copper?,29,"According to the periodic table, Copper has atomic number 29.",IUPAC periodic table,missing,"According to the periodic table, Copper is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.92",Insufficient information.,0.92,71.92,50,2026-09-15T22:54:35.049495+00:00,True,False,False,False,False,True,0.92
Q029,chemistry,moderate,What is the atomic number of Copper?,29,"According to the periodic table, Copper has atomic number 29.",IUPAC periodic table,irrelevant,"A leap year normally has 366 days. A triangle has three sides. Water freezes at 0 degrees Celsius at standard pressure. According to the periodic table, Copper has atomic number 29.",mock,deterministic-demo-v1,"ANSWER: 29
CONFIDENCE: 0.80",29,0.8,65.43,27,2026-09-15T22:54:35.049555+00:00,False,True,True,False,False,False,0.19999999999999996
Q029,chemistry,moderate,What is the atomic number of Copper?,29,"According to the periodic table, Copper has atomic number 29.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Copper has atomic number 29. [duplicate] According to the periodic table, Copper has atomic number 29. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 29
CONFIDENCE: 0.94",29,0.94,24.38,27,2026-09-15T22:54:35.049608+00:00,False,True,True,False,False,False,0.06000000000000005
Q029,chemistry,moderate,What is the atomic number of Copper?,29,"According to the periodic table, Copper has atomic number 29.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Copper has atomic number 29. Source B states: Copper has atomic number 26.",mock,deterministic-demo-v1,"ANSWER: 29
CONFIDENCE: 0.76",29,0.76,17.66,27,2026-09-15T22:54:35.049699+00:00,False,True,True,False,False,False,0.24
Q029,chemistry,moderate,What is the atomic number of Copper?,29,"According to the periodic table, Copper has atomic number 29.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 29
CONFIDENCE: 0.72",29,0.72,21.3,27,2026-09-15T22:54:35.049759+00:00,False,True,False,True,True,False,0.28
Q030,chemistry,moderate,What is the atomic number of Zinc?,30,"According to the periodic table, Zinc has atomic number 30.",IUPAC periodic table,clean,"According to the periodic table, Zinc has atomic number 30.",mock,deterministic-demo-v1,"ANSWER: 30
CONFIDENCE: 0.86",30,0.86,74.81,27,2026-09-15T22:54:35.049928+00:00,False,True,True,False,False,False,0.14
Q030,chemistry,moderate,What is the atomic number of Zinc?,30,"According to the periodic table, Zinc has atomic number 30.",IUPAC periodic table,missing,"According to the periodic table, Zinc is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.90",Insufficient information.,0.9,59.09,50,2026-09-15T22:54:35.049988+00:00,True,False,False,False,False,True,0.9
Q030,chemistry,moderate,What is the atomic number of Zinc?,30,"According to the periodic table, Zinc has atomic number 30.",IUPAC periodic table,irrelevant,"A triangle has three sides. The Moon is Earth's natural satellite. A leap year normally has 366 days. According to the periodic table, Zinc has atomic number 30.",mock,deterministic-demo-v1,"ANSWER: 30
CONFIDENCE: 0.85",30,0.85,47.21,27,2026-09-15T22:54:35.050078+00:00,False,True,True,False,False,False,0.15000000000000002
Q030,chemistry,moderate,What is the atomic number of Zinc?,30,"According to the periodic table, Zinc has atomic number 30.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Zinc has atomic number 30. [duplicate] According to the periodic table, Zinc has atomic number 30. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 30
CONFIDENCE: 0.76",30,0.76,79.02,27,2026-09-15T22:54:35.050175+00:00,False,True,True,False,False,False,0.24
Q030,chemistry,moderate,What is the atomic number of Zinc?,30,"According to the periodic table, Zinc has atomic number 30.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Zinc has atomic number 30. Source B states: Zinc has atomic number 27.",mock,deterministic-demo-v1,"ANSWER: 29
CONFIDENCE: 0.86",29,0.86,39.24,27,2026-09-15T22:54:35.050267+00:00,False,False,True,False,True,False,0.86
Q030,chemistry,moderate,What is the atomic number of Zinc?,30,"According to the periodic table, Zinc has atomic number 30.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 30
CONFIDENCE: 0.78",30,0.78,43.98,27,2026-09-15T22:54:35.050322+00:00,False,True,False,True,True,False,0.21999999999999997
Q031,chemistry,moderate,What is the atomic number of Gallium?,31,"According to the periodic table, Gallium has atomic number 31.",IUPAC periodic table,clean,"According to the periodic table, Gallium has atomic number 31.",mock,deterministic-demo-v1,"ANSWER: 31
CONFIDENCE: 0.91",31,0.91,76.01,27,2026-09-15T22:54:35.050465+00:00,False,True,True,False,False,False,0.08999999999999997
Q031,chemistry,moderate,What is the atomic number of Gallium?,31,"According to the periodic table, Gallium has atomic number 31.",IUPAC periodic table,missing,"According to the periodic table, Gallium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.86",Insufficient information.,0.86,30.9,50,2026-09-15T22:54:35.050525+00:00,True,False,False,False,False,True,0.86
Q031,chemistry,moderate,What is the atomic number of Gallium?,31,"According to the periodic table, Gallium has atomic number 31.",IUPAC periodic table,irrelevant,"The Moon is Earth's natural satellite. A leap year normally has 366 days. The Pacific Ocean is Earth's largest ocean. According to the periodic table, Gallium has atomic number 31.",mock,deterministic-demo-v1,"ANSWER: 31
CONFIDENCE: 0.91",31,0.91,62.94,27,2026-09-15T22:54:35.050585+00:00,False,True,True,False,False,False,0.08999999999999997
Q031,chemistry,moderate,What is the atomic number of Gallium?,31,"According to the periodic table, Gallium has atomic number 31.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Gallium has atomic number 31. [duplicate] According to the periodic table, Gallium has atomic number 31. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 31
CONFIDENCE: 0.67",31,0.67,24.93,27,2026-09-15T22:54:35.050639+00:00,False,True,True,False,False,False,0.32999999999999996
Q031,chemistry,moderate,What is the atomic number of Gallium?,31,"According to the periodic table, Gallium has atomic number 31.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Gallium has atomic number 31. Source B states: Gallium has atomic number 33.",mock,deterministic-demo-v1,"ANSWER: 31
CONFIDENCE: 0.86",31,0.86,37.1,27,2026-09-15T22:54:35.050696+00:00,False,True,True,False,False,False,0.14
Q031,chemistry,moderate,What is the atomic number of Gallium?,31,"According to the periodic table, Gallium has atomic number 31.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 31
CONFIDENCE: 0.74",31,0.74,73.68,27,2026-09-15T22:54:35.050748+00:00,False,True,False,True,True,False,0.26
Q032,chemistry,moderate,What is the atomic number of Germanium?,32,"According to the periodic table, Germanium has atomic number 32.",IUPAC periodic table,clean,"According to the periodic table, Germanium has atomic number 32.",mock,deterministic-demo-v1,"ANSWER: 32
CONFIDENCE: 0.87",32,0.87,19.99,27,2026-09-15T22:54:35.050868+00:00,False,True,True,False,False,False,0.13
Q032,chemistry,moderate,What is the atomic number of Germanium?,32,"According to the periodic table, Germanium has atomic number 32.",IUPAC periodic table,missing,"According to the periodic table, Germanium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 32
CONFIDENCE: 0.92",32,0.92,63.31,27,2026-09-15T22:54:35.050975+00:00,False,True,False,True,True,False,0.07999999999999996
Q032,chemistry,moderate,What is the atomic number of Germanium?,32,"According to the periodic table, Germanium has atomic number 32.",IUPAC periodic table,irrelevant,"A triangle has three sides. A leap year normally has 366 days. The Pacific Ocean is Earth's largest ocean. According to the periodic table, Germanium has atomic number 32.",mock,deterministic-demo-v1,"ANSWER: 32
CONFIDENCE: 0.78",32,0.78,49.38,27,2026-09-15T22:54:35.051064+00:00,False,True,True,False,False,False,0.21999999999999997
Q032,chemistry,moderate,What is the atomic number of Germanium?,32,"According to the periodic table, Germanium has atomic number 32.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Germanium has atomic number 32. [duplicate] According to the periodic table, Germanium has atomic number 32. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 32
CONFIDENCE: 0.89",32,0.89,21.68,27,2026-09-15T22:54:35.051146+00:00,False,True,True,False,False,False,0.10999999999999999
Q032,chemistry,moderate,What is the atomic number of Germanium?,32,"According to the periodic table, Germanium has atomic number 32.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Germanium has atomic number 32. Source B states: Germanium has atomic number 35.",mock,deterministic-demo-v1,"ANSWER: 33
CONFIDENCE: 0.81",33,0.81,50.67,27,2026-09-15T22:54:35.051209+00:00,False,False,True,False,True,False,0.81
Q032,chemistry,moderate,What is the atomic number of Germanium?,32,"According to the periodic table, Germanium has atomic number 32.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.72",35,0.72,79.44,27,2026-09-15T22:54:35.051264+00:00,False,False,False,True,True,False,0.72
Q033,chemistry,moderate,What is the atomic number of Arsenic?,33,"According to the periodic table, Arsenic has atomic number 33.",IUPAC periodic table,clean,"According to the periodic table, Arsenic has atomic number 33.",mock,deterministic-demo-v1,"ANSWER: 33
CONFIDENCE: 0.86",33,0.86,66.54,27,2026-09-15T22:54:35.051404+00:00,False,True,True,False,False,False,0.14
Q033,chemistry,moderate,What is the atomic number of Arsenic?,33,"According to the periodic table, Arsenic has atomic number 33.",IUPAC periodic table,missing,"According to the periodic table, Arsenic is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 32
CONFIDENCE: 0.79",32,0.79,47.4,27,2026-09-15T22:54:35.051506+00:00,False,False,False,True,True,False,0.79
Q033,chemistry,moderate,What is the atomic number of Arsenic?,33,"According to the periodic table, Arsenic has atomic number 33.",IUPAC periodic table,irrelevant,"The Pacific Ocean is Earth's largest ocean. A leap year normally has 366 days. A triangle has three sides. According to the periodic table, Arsenic has atomic number 33.",mock,deterministic-demo-v1,"ANSWER: 32
CONFIDENCE: 0.81",32,0.81,46.79,27,2026-09-15T22:54:35.051572+00:00,False,False,True,False,True,False,0.81
Q033,chemistry,moderate,What is the atomic number of Arsenic?,33,"According to the periodic table, Arsenic has atomic number 33.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Arsenic has atomic number 33. [duplicate] According to the periodic table, Arsenic has atomic number 33. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 33
CONFIDENCE: 0.92",33,0.92,70.75,27,2026-09-15T22:54:35.051625+00:00,False,True,True,False,False,False,0.07999999999999996
Q033,chemistry,moderate,What is the atomic number of Arsenic?,33,"According to the periodic table, Arsenic has atomic number 33.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Arsenic has atomic number 33. Source B states: Arsenic has atomic number 30.",mock,deterministic-demo-v1,"ANSWER: 33
CONFIDENCE: 0.86",33,0.86,28.57,27,2026-09-15T22:54:35.051682+00:00,False,True,True,False,False,False,0.14
Q033,chemistry,moderate,What is the atomic number of Arsenic?,33,"According to the periodic table, Arsenic has atomic number 33.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 33
CONFIDENCE: 0.92",33,0.92,31.05,27,2026-09-15T22:54:35.051734+00:00,False,True,False,True,True,False,0.07999999999999996
Q034,chemistry,moderate,What is the atomic number of Selenium?,34,"According to the periodic table, Selenium has atomic number 34.",IUPAC periodic table,clean,"According to the periodic table, Selenium has atomic number 34.",mock,deterministic-demo-v1,"ANSWER: 34
CONFIDENCE: 0.87",34,0.87,61.81,27,2026-09-15T22:54:35.051902+00:00,False,True,True,False,False,False,0.13
Q034,chemistry,moderate,What is the atomic number of Selenium?,34,"According to the periodic table, Selenium has atomic number 34.",IUPAC periodic table,missing,"According to the periodic table, Selenium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 34
CONFIDENCE: 0.91",34,0.91,76.54,27,2026-09-15T22:54:35.051961+00:00,False,True,False,True,True,False,0.08999999999999997
Q034,chemistry,moderate,What is the atomic number of Selenium?,34,"According to the periodic table, Selenium has atomic number 34.",IUPAC periodic table,irrelevant,"Water freezes at 0 degrees Celsius at standard pressure. A triangle has three sides. A leap year normally has 366 days. According to the periodic table, Selenium has atomic number 34.",mock,deterministic-demo-v1,"ANSWER: 34
CONFIDENCE: 0.82",34,0.82,47.54,27,2026-09-15T22:54:35.052021+00:00,False,True,True,False,False,False,0.18000000000000005
Q034,chemistry,moderate,What is the atomic number of Selenium?,34,"According to the periodic table, Selenium has atomic number 34.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Selenium has atomic number 34. [duplicate] According to the periodic table, Selenium has atomic number 34. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 34
CONFIDENCE: 0.84",34,0.84,20.05,27,2026-09-15T22:54:35.052161+00:00,False,True,True,False,False,False,0.16000000000000003
Q034,chemistry,moderate,What is the atomic number of Selenium?,34,"According to the periodic table, Selenium has atomic number 34.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Selenium has atomic number 34. Source B states: Selenium has atomic number 37.",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.62",37,0.62,18.09,27,2026-09-15T22:54:35.052279+00:00,False,False,True,False,True,False,0.62
Q034,chemistry,moderate,What is the atomic number of Selenium?,34,"According to the periodic table, Selenium has atomic number 34.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.81",35,0.81,20.37,27,2026-09-15T22:54:35.052338+00:00,False,False,False,True,True,False,0.81
Q035,chemistry,moderate,What is the atomic number of Bromine?,35,"According to the periodic table, Bromine has atomic number 35.",IUPAC periodic table,clean,"According to the periodic table, Bromine has atomic number 35.",mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.96",35,0.96,64.62,27,2026-09-15T22:54:35.052546+00:00,False,True,True,False,False,False,0.040000000000000036
Q035,chemistry,moderate,What is the atomic number of Bromine?,35,"According to the periodic table, Bromine has atomic number 35.",IUPAC periodic table,missing,"According to the periodic table, Bromine is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.83",Insufficient information.,0.83,34.81,50,2026-09-15T22:54:35.052608+00:00,True,False,False,False,False,True,0.83
Q035,chemistry,moderate,What is the atomic number of Bromine?,35,"According to the periodic table, Bromine has atomic number 35.",IUPAC periodic table,irrelevant,"The Moon is Earth's natural satellite. The Pacific Ocean is Earth's largest ocean. Water freezes at 0 degrees Celsius at standard pressure. According to the periodic table, Bromine has atomic number 35.",mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.94",35,0.94,34.78,27,2026-09-15T22:54:35.052670+00:00,False,True,True,False,False,False,0.06000000000000005
Q035,chemistry,moderate,What is the atomic number of Bromine?,35,"According to the periodic table, Bromine has atomic number 35.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Bromine has atomic number 35. [duplicate] According to the periodic table, Bromine has atomic number 35. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.82",35,0.82,43.59,27,2026-09-15T22:54:35.052724+00:00,False,True,True,False,False,False,0.18000000000000005
Q035,chemistry,moderate,What is the atomic number of Bromine?,35,"According to the periodic table, Bromine has atomic number 35.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Bromine has atomic number 35. Source B states: Bromine has atomic number 37.",mock,deterministic-demo-v1,"ANSWER: 34
CONFIDENCE: 0.71",34,0.71,46.45,27,2026-09-15T22:54:35.052817+00:00,False,False,True,False,True,False,0.71
Q035,chemistry,moderate,What is the atomic number of Bromine?,35,"According to the periodic table, Bromine has atomic number 35.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.65",35,0.65,31.2,27,2026-09-15T22:54:35.052872+00:00,False,True,False,True,True,False,0.35
Q036,chemistry,moderate,What is the atomic number of Krypton?,36,"According to the periodic table, Krypton has atomic number 36.",IUPAC periodic table,clean,"According to the periodic table, Krypton has atomic number 36.",mock,deterministic-demo-v1,"ANSWER: 36
CONFIDENCE: 0.89",36,0.89,59.26,27,2026-09-15T22:54:35.053011+00:00,False,True,True,False,False,False,0.10999999999999999
Q036,chemistry,moderate,What is the atomic number of Krypton?,36,"According to the periodic table, Krypton has atomic number 36.",IUPAC periodic table,missing,"According to the periodic table, Krypton is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.94",Insufficient information.,0.94,70.97,50,2026-09-15T22:54:35.053070+00:00,True,False,False,False,False,True,0.94
Q036,chemistry,moderate,What is the atomic number of Krypton?,36,"According to the periodic table, Krypton has atomic number 36.",IUPAC periodic table,irrelevant,"A triangle has three sides. A leap year normally has 366 days. The Moon is Earth's natural satellite. According to the periodic table, Krypton has atomic number 36.",mock,deterministic-demo-v1,"ANSWER: 36
CONFIDENCE: 0.78",36,0.78,68.51,27,2026-09-15T22:54:35.053185+00:00,False,True,True,False,False,False,0.21999999999999997
Q036,chemistry,moderate,What is the atomic number of Krypton?,36,"According to the periodic table, Krypton has atomic number 36.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Krypton has atomic number 36. [duplicate] According to the periodic table, Krypton has atomic number 36. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 36
CONFIDENCE: 0.88",36,0.88,26.59,27,2026-09-15T22:54:35.053243+00:00,False,True,True,False,False,False,0.12
Q036,chemistry,moderate,What is the atomic number of Krypton?,36,"According to the periodic table, Krypton has atomic number 36.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Krypton has atomic number 36. Source B states: Krypton has atomic number 33.",mock,deterministic-demo-v1,"ANSWER: 35
CONFIDENCE: 0.65",35,0.65,78.8,27,2026-09-15T22:54:35.053304+00:00,False,False,True,False,True,False,0.65
Q036,chemistry,moderate,What is the atomic number of Krypton?,36,"According to the periodic table, Krypton has atomic number 36.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 36
CONFIDENCE: 0.85",36,0.85,69.25,27,2026-09-15T22:54:35.053357+00:00,False,True,False,True,True,False,0.15000000000000002
Q037,chemistry,moderate,What is the atomic number of Rubidium?,37,"According to the periodic table, Rubidium has atomic number 37.",IUPAC periodic table,clean,"According to the periodic table, Rubidium has atomic number 37.",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.92",37,0.92,58.16,27,2026-09-15T22:54:35.053507+00:00,False,True,True,False,False,False,0.07999999999999996
Q037,chemistry,moderate,What is the atomic number of Rubidium?,37,"According to the periodic table, Rubidium has atomic number 37.",IUPAC periodic table,missing,"According to the periodic table, Rubidium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.86",37,0.86,56.51,27,2026-09-15T22:54:35.053567+00:00,False,True,False,True,True,False,0.14
Q037,chemistry,moderate,What is the atomic number of Rubidium?,37,"According to the periodic table, Rubidium has atomic number 37.",IUPAC periodic table,irrelevant,"The Pacific Ocean is Earth's largest ocean. The Moon is Earth's natural satellite. A leap year normally has 366 days. According to the periodic table, Rubidium has atomic number 37.",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.93",37,0.93,77.98,27,2026-09-15T22:54:35.053676+00:00,False,True,True,False,False,False,0.06999999999999995
Q037,chemistry,moderate,What is the atomic number of Rubidium?,37,"According to the periodic table, Rubidium has atomic number 37.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Rubidium has atomic number 37. [duplicate] According to the periodic table, Rubidium has atomic number 37. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.66",37,0.66,30.73,27,2026-09-15T22:54:35.053757+00:00,False,True,True,False,False,False,0.33999999999999997
Q037,chemistry,moderate,What is the atomic number of Rubidium?,37,"According to the periodic table, Rubidium has atomic number 37.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Rubidium has atomic number 37. Source B states: Rubidium has atomic number 38.",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.80",37,0.8,50.42,27,2026-09-15T22:54:35.053820+00:00,False,True,True,False,False,False,0.19999999999999996
Q037,chemistry,moderate,What is the atomic number of Rubidium?,37,"According to the periodic table, Rubidium has atomic number 37.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.59",Insufficient information.,0.59,60.12,50,2026-09-15T22:54:35.053874+00:00,True,False,False,False,False,True,0.59
Q038,chemistry,moderate,What is the atomic number of Strontium?,38,"According to the periodic table, Strontium has atomic number 38.",IUPAC periodic table,clean,"According to the periodic table, Strontium has atomic number 38.",mock,deterministic-demo-v1,"ANSWER: 38
CONFIDENCE: 0.95",38,0.95,41.3,27,2026-09-15T22:54:35.054013+00:00,False,True,True,False,False,False,0.050000000000000044
Q038,chemistry,moderate,What is the atomic number of Strontium?,38,"According to the periodic table, Strontium has atomic number 38.",IUPAC periodic table,missing,"According to the periodic table, Strontium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.85",Insufficient information.,0.85,52.55,50,2026-09-15T22:54:35.054072+00:00,True,False,False,False,False,True,0.85
Q038,chemistry,moderate,What is the atomic number of Strontium?,38,"According to the periodic table, Strontium has atomic number 38.",IUPAC periodic table,irrelevant,"The Moon is Earth's natural satellite. Water freezes at 0 degrees Celsius at standard pressure. A leap year normally has 366 days. According to the periodic table, Strontium has atomic number 38.",mock,deterministic-demo-v1,"ANSWER: 38
CONFIDENCE: 0.71",38,0.71,45.32,27,2026-09-15T22:54:35.054175+00:00,False,True,True,False,False,False,0.29000000000000004
Q038,chemistry,moderate,What is the atomic number of Strontium?,38,"According to the periodic table, Strontium has atomic number 38.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Strontium has atomic number 38. [duplicate] According to the periodic table, Strontium has atomic number 38. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 38
CONFIDENCE: 0.94",38,0.94,19.2,27,2026-09-15T22:54:35.054229+00:00,False,True,True,False,False,False,0.06000000000000005
Q038,chemistry,moderate,What is the atomic number of Strontium?,38,"According to the periodic table, Strontium has atomic number 38.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Strontium has atomic number 38. Source B states: Strontium has atomic number 37.",mock,deterministic-demo-v1,"ANSWER: 37
CONFIDENCE: 0.69",37,0.69,67.05,27,2026-09-15T22:54:35.054289+00:00,False,False,True,False,True,False,0.69
Q038,chemistry,moderate,What is the atomic number of Strontium?,38,"According to the periodic table, Strontium has atomic number 38.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.70",Insufficient information.,0.7,76.96,50,2026-09-15T22:54:35.054342+00:00,True,False,False,False,False,True,0.7
Q039,chemistry,moderate,What is the atomic number of Yttrium?,39,"According to the periodic table, Yttrium has atomic number 39.",IUPAC periodic table,clean,"According to the periodic table, Yttrium has atomic number 39.",mock,deterministic-demo-v1,"ANSWER: 39
CONFIDENCE: 0.88",39,0.88,45.33,27,2026-09-15T22:54:35.054526+00:00,False,True,True,False,False,False,0.12
Q039,chemistry,moderate,What is the atomic number of Yttrium?,39,"According to the periodic table, Yttrium has atomic number 39.",IUPAC periodic table,missing,"According to the periodic table, Yttrium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.80",Insufficient information.,0.8,71.22,50,2026-09-15T22:54:35.054587+00:00,True,False,False,False,False,True,0.8
Q039,chemistry,moderate,What is the atomic number of Yttrium?,39,"According to the periodic table, Yttrium has atomic number 39.",IUPAC periodic table,irrelevant,"A leap year normally has 366 days. The Moon is Earth's natural satellite. Water freezes at 0 degrees Celsius at standard pressure. According to the periodic table, Yttrium has atomic number 39.",mock,deterministic-demo-v1,"ANSWER: 42
CONFIDENCE: 0.90",42,0.9,76.13,27,2026-09-15T22:54:35.054650+00:00,False,False,True,False,True,False,0.9
Q039,chemistry,moderate,What is the atomic number of Yttrium?,39,"According to the periodic table, Yttrium has atomic number 39.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Yttrium has atomic number 39. [duplicate] According to the periodic table, Yttrium has atomic number 39. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 39
CONFIDENCE: 0.84",39,0.84,74.32,27,2026-09-15T22:54:35.054703+00:00,False,True,True,False,False,False,0.16000000000000003
